trip_id,arrival_time,departure_time,stop_id,stop_sequence
L 253083_F_48,17:47:28,17:47:28,MASSINISSA,2
L 253083_B_48,17:45:00,17:45:00,MASSINISSA,1
L 253083_B_48,17:47:28,17:47:28,ZAAMOUCHE,2
L 253083_F_49,18:00:00,18:00:00,ZAAMOUCHE,1
L 253083_F_49,18:02:28,18:02:28,MASSINISSA,2
L 253083_B_49,18:00:00,18:00:00,MASSINISSA,1
L 253083_B_49,18:02:28,18:02:28,ZAAMOUCHE,2
L 253083_F_50,18:15:00,18:15:00,ZAAMOUCHE,1
L 253083_F_50,18:17:28,18:17:28,MASSINISSA,2
L 253083_B_50,18:15:00,18:15:00,MASSINISSA,1
L 253083_B_50,18:17:28,18:17:28,ZAAMOUCHE,2
L 253083_F_51,18:30:00,18:30:00,ZAAMOUCHE,1
L 253083_F_51,18:32:28,18:32:28,MASSINISSA,2
L 253083_B_51,18:30:00,18:30:00,MASSINISSA,1
L 253083_B_51,18:32:28,18:32:28,ZAAMOUCHE,2
L 253083_F_52,18:45:00,18:45:00,ZAAMOUCHE,1
L 253083_F_52,18:47:28,18:47:28,MASSINISSA,2
L 253083_B_52,18:45:00,18:45:00,MASSINISSA,1
L 253083_B_52,18:47:28,18:47:28,ZAAMOUCHE,2
L 253083_F_53,19:00:00,19:00:00,ZAAMOUCHE,1
L 253083_F_53,19:02:28,19:02:28,MASSINISSA,2
L 253083_B_53,19:00:00,19:00:00,MASSINISSA,1
L 253083_B_53,19:02:28,19:02:28,ZAAMOUCHE,2
L 253083_F_54,19:15:00,19:15:00,ZAAMOUCHE,1
L 253083_F_54,19:17:28,19:17:28,MASSINISSA,2
L 253083_B_54,19:15:00,19:15:00,MASSINISSA,1
L 253083_B_54,19:17:28,19:17:28,ZAAMOUCHE,2
L 253083_F_55,19:30:00,19:30:00,ZAAMOUCHE,1
L 253083_F_55,19:32:28,19:32:28,MASSINISSA,2
L 253083_B_55,19:30:00,19:30:00,MASSINISSA,1
L 253083_B_55,19:32:28,19:32:28,ZAAMOUCHE,2
L 253083_F_56,19:45:00,19:45:00,ZAAMOUCHE,1
L 253083_F_56,19:47:28,19:47:28,MASSINISSA,2
L 253083_B_56,19:45:00,19:45:00,MASSINISSA,1
L 253083_B_56,19:47:28,19:47:28,ZAAMOUCHE,2
L253084_F_1,06:00:00,06:00:00,KHEMISTI,1
L253084_F_1,06:54:23,06:54:23,LALLA_N’SOUMER,2
L253084_B_1,06:00:00,06:00:00,LALLA_N’SOUMER,1
L253084_B_1,06:54:23,06:54:23,KHEMISTI,2
L253084_F_2,06:15:00,06:15:00,KHEMISTI,1
L253084_F_2,07:09:23,07:09:23,LALLA_N’SOUMER,2
L253084_B_2,06:15:00,06:15:00,LALLA_N’SOUMER,1
L253084_B_2,07:09:23,07:09:23,KHEMISTI,2
L253084_F_3,06:30:00,06:30:00,KHEMISTI,1
L253084_F_3,07:24:23,07:24:23,LALLA_N’SOUMER,2
L253084_B_3,06:30:00,06:30:00,LALLA_N’SOUMER,1
L253084_B_3,07:24:23,07:24:23,KHEMISTI,2
L253084_F_4,06:45:00,06:45:00,KHEMISTI,1
L253084_F_4,07:39:23,07:39:23,LALLA_N’SOUMER,2
L253084_B_4,06:45:00,06:45:00,LALLA_N’SOUMER,1
L253084_B_4,07:39:23,07:39:23,KHEMISTI,2
L253084_F_5,07:00:00,07:00:00,KHEMISTI,1
L253084_F_5,07:54:23,07:54:23,LALLA_N’SOUMER,2
L253084_B_5,07:00:00,07:00:00,LALLA_N’SOUMER,1
L253084_B_5,07:54:23,07:54:23,KHEMISTI,2
L253084_F_6,07:15:00,07:15:00,KHEMISTI,1
L253084_F_6,08:09:23,08:09:23,LALLA_N’SOUMER,2
L253084_B_6,07:15:00,07:15:00,LALLA_N’SOUMER,1
L253084_B_6,08:09:23,08:09:23,KHEMISTI,2
L253084_F_7,07:30:00,07:30:00,KHEMISTI,1
L253084_F_7,08:24:23,08:24:23,LALLA_N’SOUMER,2
L253084_B_7,07:30:00,07:30:00,LALLA_N’SOUMER,1
L253084_B_7,08:24:23,08:24:23,KHEMISTI,2
L253084_F_8,07:45:00,07:45:00,KHEMISTI,1
L253084_F_8,08:39:23,08:39:23,LALLA_N’SOUMER,2
L253084_B_8,07:45:00,07:45:00,LALLA_N’SOUMER,1
L253084_B_8,08:39:23,08:39:23,KHEMISTI,2
L253084_F_9,08:00:00,08:00:00,KHEMISTI,1
L253084_F_9,08:54:23,08:54:23,LALLA_N’SOUMER,2
L253084_B_9,08:00:00,08:00:00,LALLA_N’SOUMER,1
L253084_B_9,08:54:23,08:54:23,KHEMISTI,2
L253084_F_10,08:15:00,08:15:00,KHEMISTI,1
L253084_F_10,09:09:23,09:09:23,LALLA_N’SOUMER,2
L253084_B_10,08:15:00,08:15:00,LALLA_N’SOUMER,1
L253084_B_10,09:09:23,09:09:23,KHEMISTI,2
L253084_F_11,08:30:00,08:30:00,KHEMISTI,1
L253084_F_11,09:24:23,09:24:23,LALLA_N’SOUMER,2
L253084_B_11,08:30:00,08:30:00,LALLA_N’SOUMER,1
L253084_B_11,09:24:23,09:24:23,KHEMISTI,2
L253084_F_12,08:45:00,08:45:00,KHEMISTI,1
L253084_F_12,09:39:23,09:39:23,LALLA_N’SOUMER,2
L253084_B_12,08:45:00,08:45:00,LALLA_N’SOUMER,1
L253084_B_12,09:39:23,09:39:23,KHEMISTI,2
L253084_F_13,09:00:00,09:00:00,KHEMISTI,1
L253084_F_13,09:54:23,09:54:23,LALLA_N’SOUMER,2
L253084_B_13,09:00:00,09:00:00,LALLA_N’SOUMER,1
L253084_B_13,09:54:23,09:54:23,KHEMISTI,2
L253084_F_14,09:15:00,09:15:00,KHEMISTI,1
L253084_F_14,10:09:23,10:09:23,LALLA_N’SOUMER,2
L253084_B_14,09:15:00,09:15:00,LALLA_N’SOUMER,1
L253084_B_14,10:09:23,10:09:23,KHEMISTI,2
L253084_F_15,09:30:00,09:30:00,KHEMISTI,1
L253084_F_15,10:24:23,10:24:23,LALLA_N’SOUMER,2
L253084_B_15,09:30:00,09:30:00,LALLA_N’SOUMER,1
L253084_B_15,10:24:23,10:24:23,KHEMISTI,2
L253084_F_16,09:45:00,09:45:00,KHEMISTI,1
L253084_F_16,10:39:23,10:39:23,LALLA_N’SOUMER,2
L253084_B_16,09:45:00,09:45:00,LALLA_N’SOUMER,1
L253084_B_16,10:39:23,10:39:23,KHEMISTI,2
L253084_F_17,10:00:00,10:00:00,KHEMISTI,1
L253084_F_17,10:54:23,10:54:23,LALLA_N’SOUMER,2
L253084_B_17,10:00:00,10:00:00,LALLA_N’SOUMER,1
L253084_B_17,10:54:23,10:54:23,KHEMISTI,2
L253084_F_18,10:15:00,10:15:00,KHEMISTI,1
L253084_F_18,11:09:23,11:09:23,LALLA_N’SOUMER,2
L253084_B_18,10:15:00,10:15:00,LALLA_N’SOUMER,1
L253084_B_18,11:09:23,11:09:23,KHEMISTI,2
L253084_F_19,10:30:00,10:30:00,KHEMISTI,1
L253084_F_19,11:24:23,11:24:23,LALLA_N’SOUMER,2
L253084_B_19,10:30:00,10:30:00,LALLA_N’SOUMER,1
L253084_B_19,11:24:23,11:24:23,KHEMISTI,2
L253084_F_20,10:45:00,10:45:00,KHEMISTI,1
L253084_F_20,11:39:23,11:39:23,LALLA_N’SOUMER,2
L253084_B_20,10:45:00,10:45:00,LALLA_N’SOUMER,1
L253084_B_20,11:39:23,11:39:23,KHEMISTI,2
L253084_F_21,11:00:00,11:00:00,KHEMISTI,1
L253084_F_21,11:54:23,11:54:23,LALLA_N’SOUMER,2
L253084_B_21,11:00:00,11:00:00,LALLA_N’SOUMER,1
L253084_B_21,11:54:23,11:54:23,KHEMISTI,2
L253084_F_22,11:15:00,11:15:00,KHEMISTI,1
L253084_F_22,12:09:23,12:09:23,LALLA_N’SOUMER,2
L253084_B_22,11:15:00,11:15:00,LALLA_N’SOUMER,1
L253084_B_22,12:09:23,12:09:23,KHEMISTI,2
L253084_F_23,11:30:00,11:30:00,KHEMISTI,1
L253084_F_23,12:24:23,12:24:23,LALLA_N’SOUMER,2
L253084_B_23,11:30:00,11:30:00,LALLA_N’SOUMER,1
L253084_B_23,12:24:23,12:24:23,KHEMISTI,2
L253084_F_24,11:45:00,11:45:00,KHEMISTI,1
L253084_F_24,12:39:23,12:39:23,LALLA_N’SOUMER,2
L253084_B_24,11:45:00,11:45:00,LALLA_N’SOUMER,1
L253084_B_24,12:39:23,12:39:23,KHEMISTI,2
L253084_F_25,12:00:00,12:00:00,KHEMISTI,1
L253084_F_25,12:54:23,12:54:23,LALLA_N’SOUMER,2
L253084_B_25,12:00:00,12:00:00,LALLA_N’SOUMER,1
L253084_B_25,12:54:23,12:54:23,KHEMISTI,2
L253084_F_26,12:15:00,12:15:00,KHEMISTI,1
L253084_F_26,13:09:23,13:09:23,LALLA_N’SOUMER,2
L253084_B_26,12:15:00,12:15:00,LALLA_N’SOUMER,1
L253084_B_26,13:09:23,13:09:23,KHEMISTI,2
L253084_F_27,12:30:00,12:30:00,KHEMISTI,1
L253084_F_27,13:24:23,13:24:23,LALLA_N’SOUMER,2
L253084_B_27,12:30:00,12:30:00,LALLA_N’SOUMER,1
L253084_B_27,13:24:23,13:24:23,KHEMISTI,2
L253084_F_28,12:45:00,12:45:00,KHEMISTI,1
L253084_F_28,13:39:23,13:39:23,LALLA_N’SOUMER,2
L253084_B_28,12:45:00,12:45:00,LALLA_N’SOUMER,1
L253084_B_28,13:39:23,13:39:23,KHEMISTI,2
L253084_F_29,13:00:00,13:00:00,KHEMISTI,1
L253084_F_29,13:54:23,13:54:23,LALLA_N’SOUMER,2
L253084_B_29,13:00:00,13:00:00,LALLA_N’SOUMER,1
L253084_B_29,13:54:23,13:54:23,KHEMISTI,2
L253084_F_30,13:15:00,13:15:00,KHEMISTI,1
L253084_F_30,14:09:23,14:09:23,LALLA_N’SOUMER,2
L253084_B_30,13:15:00,13:15:00,LALLA_N’SOUMER,1
L253084_B_30,14:09:23,14:09:23,KHEMISTI,2
L253084_F_31,13:30:00,13:30:00,KHEMISTI,1
L253084_F_31,14:24:23,14:24:23,LALLA_N’SOUMER,2
L253084_B_31,13:30:00,13:30:00,LALLA_N’SOUMER,1
L253084_B_31,14:24:23,14:24:23,KHEMISTI,2
L253084_F_32,13:45:00,13:45:00,KHEMISTI,1
L253084_F_32,14:39:23,14:39:23,LALLA_N’SOUMER,2
L253084_B_32,13:45:00,13:45:00,LALLA_N’SOUMER,1
L253084_B_32,14:39:23,14:39:23,KHEMISTI,2
L253084_F_33,14:00:00,14:00:00,KHEMISTI,1
L253084_F_33,14:54:23,14:54:23,LALLA_N’SOUMER,2
L253084_B_33,14:00:00,14:00:00,LALLA_N’SOUMER,1
L253084_B_33,14:54:23,14:54:23,KHEMISTI,2
L253084_F_34,14:15:00,14:15:00,KHEMISTI,1
L253084_F_34,15:09:23,15:09:23,LALLA_N’SOUMER,2
L253084_B_34,14:15:00,14:15:00,LALLA_N’SOUMER,1
L253084_B_34,15:09:23,15:09:23,KHEMISTI,2
L253084_F_35,14:30:00,14:30:00,KHEMISTI,1
L253084_F_35,15:24:23,15:24:23,LALLA_N’SOUMER,2
L253084_B_35,14:30:00,14:30:00,LALLA_N’SOUMER,1
L253084_B_35,15:24:23,15:24:23,KHEMISTI,2
L253084_F_36,14:45:00,14:45:00,KHEMISTI,1
L253084_F_36,15:39:23,15:39:23,LALLA_N’SOUMER,2
L253084_B_36,14:45:00,14:45:00,LALLA_N’SOUMER,1
L253084_B_36,15:39:23,15:39:23,KHEMISTI,2
L253084_F_37,15:00:00,15:00:00,KHEMISTI,1
L253084_F_37,15:54:23,15:54:23,LALLA_N’SOUMER,2
L253084_B_37,15:00:00,15:00:00,LALLA_N’SOUMER,1
L253084_B_37,15:54:23,15:54:23,KHEMISTI,2
L253084_F_38,15:15:00,15:15:00,KHEMISTI,1
L253084_F_38,16:09:23,16:09:23,LALLA_N’SOUMER,2
L253084_B_38,15:15:00,15:15:00,LALLA_N’SOUMER,1
L253084_B_38,16:09:23,16:09:23,KHEMISTI,2
L253084_F_39,15:30:00,15:30:00,KHEMISTI,1
L253084_F_39,16:24:23,16:24:23,LALLA_N’SOUMER,2
L253084_B_39,15:30:00,15:30:00,LALLA_N’SOUMER,1
L253084_B_39,16:24:23,16:24:23,KHEMISTI,2
L253084_F_40,15:45:00,15:45:00,KHEMISTI,1
L253084_F_40,16:39:23,16:39:23,LALLA_N’SOUMER,2
L253084_B_40,15:45:00,15:45:00,LALLA_N’SOUMER,1
L253084_B_40,16:39:23,16:39:23,KHEMISTI,2
L253084_F_41,16:00:00,16:00:00,KHEMISTI,1
L253084_F_41,16:54:23,16:54:23,LALLA_N’SOUMER,2
L253084_B_41,16:00:00,16:00:00,LALLA_N’SOUMER,1
L253084_B_41,16:54:23,16:54:23,KHEMISTI,2
L253084_F_42,16:15:00,16:15:00,KHEMISTI,1
L253084_F_42,17:09:23,17:09:23,LALLA_N’SOUMER,2
L253084_B_42,16:15:00,16:15:00,LALLA_N’SOUMER,1
L253084_B_42,17:09:23,17:09:23,KHEMISTI,2
L253084_F_43,16:30:00,16:30:00,KHEMISTI,1
L253084_F_43,17:24:23,17:24:23,LALLA_N’SOUMER,2
L253084_B_43,16:30:00,16:30:00,LALLA_N’SOUMER,1
L253084_B_43,17:24:23,17:24:23,KHEMISTI,2
L253084_F_44,16:45:00,16:45:00,KHEMISTI,1
L253084_F_44,17:39:23,17:39:23,LALLA_N’SOUMER,2
L253084_B_44,16:45:00,16:45:00,LALLA_N’SOUMER,1
L253084_B_44,17:39:23,17:39:23,KHEMISTI,2
L253084_F_45,17:00:00,17:00:00,KHEMISTI,1
L253084_F_45,17:54:23,17:54:23,LALLA_N’SOUMER,2
L253084_B_45,17:00:00,17:00:00,LALLA_N’SOUMER,1
L253084_B_45,17:54:23,17:54:23,KHEMISTI,2
L253084_F_46,17:15:00,17:15:00,KHEMISTI,1
L253084_F_46,18:09:23,18:09:23,LALLA_N’SOUMER,2
L253084_B_46,17:15:00,17:15:00,LALLA_N’SOUMER,1
L253084_B_46,18:09:23,18:09:23,KHEMISTI,2
L253084_F_47,17:30:00,17:30:00,KHEMISTI,1
L253084_F_47,18:24:23,18:24:23,LALLA_N’SOUMER,2
L253084_B_47,17:30:00,17:30:00,LALLA_N’SOUMER,1
L253084_B_47,18:24:23,18:24:23,KHEMISTI,2
L253084_F_48,17:45:00,17:45:00,KHEMISTI,1
L253084_F_48,18:39:23,18:39:23,LALLA_N’SOUMER,2
L253084_B_48,17:45:00,17:45:00,LALLA_N’SOUMER,1
L253084_B_48,18:39:23,18:39:23,KHEMISTI,2
L253084_F_49,18:00:00,18:00:00,KHEMISTI,1
L253084_F_49,18:54:23,18:54:23,LALLA_N’SOUMER,2
L253084_B_49,18:00:00,18:00:00,LALLA_N’SOUMER,1
L253084_B_49,18:54:23,18:54:23,KHEMISTI,2
L253084_F_50,18:15:00,18:15:00,KHEMISTI,1
L253084_F_50,19:09:23,19:09:23,LALLA_N’SOUMER,2
L253084_B_50,18:15:00,18:15:00,LALLA_N’SOUMER,1
L253084_B_50,19:09:23,19:09:23,KHEMISTI,2
L253084_F_51,18:30:00,18:30:00,KHEMISTI,1
L253084_F_51,19:24:23,19:24:23,LALLA_N’SOUMER,2
L253084_B_51,18:30:00,18:30:00,LALLA_N’SOUMER,1
L253084_B_51,19:24:23,19:24:23,KHEMISTI,2
L253084_F_52,18:45:00,18:45:00,KHEMISTI,1
L253084_F_52,19:39:23,19:39:23,LALLA_N’SOUMER,2
L253084_B_52,18:45:00,18:45:00,LALLA_N’SOUMER,1
L253084_B_52,19:39:23,19:39:23,KHEMISTI,2
L253084_F_53,19:00:00,19:00:00,KHEMISTI,1
L253084_F_53,19:54:23,19:54:23,LALLA_N’SOUMER,2
L253084_B_53,19:00:00,19:00:00,LALLA_N’SOUMER,1
L253084_B_53,19:54:23,19:54:23,KHEMISTI,2
L253084_F_54,19:15:00,19:15:00,KHEMISTI,1
L253084_F_54,20:09:23,20:09:23,LALLA_N’SOUMER,2
L253084_B_54,19:15:00,19:15:00,LALLA_N’SOUMER,1
L253084_B_54,20:09:23,20:09:23,KHEMISTI,2
L253084_F_55,19:30:00,19:30:00,KHEMISTI,1
L253084_F_55,20:24:23,20:24:23,LALLA_N’SOUMER,2
L253084_B_55,19:30:00,19:30:00,LALLA_N’SOUMER,1
L253084_B_55,20:24:23,20:24:23,KHEMISTI,2
L253084_F_56,19:45:00,19:45:00,KHEMISTI,1
L253084_F_56,20:39:23,20:39:23,LALLA_N’SOUMER,2
L253084_B_56,19:45:00,19:45:00,LALLA_N’SOUMER,1
L253084_B_56,20:39:23,20:39:23,KHEMISTI,2
L253087_F_1,06:00:00,06:00:00,CENTRE_VILLE,1
L253087_F_1,06:19:48,06:19:48,AEROPORT_MED/BOUDIAF,2
L253087_B_1,06:00:00,06:00:00,AEROPORT_MED/BOUDIAF,1
L253087_B_1,06:19:48,06:19:48,CENTRE_VILLE,2
L253087_F_2,06:15:00,06:15:00,CENTRE_VILLE,1
L253087_F_2,06:34:48,06:34:48,AEROPORT_MED/BOUDIAF,2
L253087_B_2,06:15:00,06:15:00,AEROPORT_MED/BOUDIAF,1
L253087_B_2,06:34:48,06:34:48,CENTRE_VILLE,2
L253087_F_3,06:30:00,06:30:00,CENTRE_VILLE,1
L253087_F_3,06:49:48,06:49:48,AEROPORT_MED/BOUDIAF,2
L253087_B_3,06:30:00,06:30:00,AEROPORT_MED/BOUDIAF,1
L253087_B_3,06:49:48,06:49:48,CENTRE_VILLE,2
L253087_F_4,06:45:00,06:45:00,CENTRE_VILLE,1
L253087_F_4,07:04:48,07:04:48,AEROPORT_MED/BOUDIAF,2
L253087_B_4,06:45:00,06:45:00,AEROPORT_MED/BOUDIAF,1
L253087_B_4,07:04:48,07:04:48,CENTRE_VILLE,2
L253087_F_5,07:00:00,07:00:00,CENTRE_VILLE,1
L253087_F_5,07:19:48,07:19:48,AEROPORT_MED/BOUDIAF,2
L253087_B_5,07:00:00,07:00:00,AEROPORT_MED/BOUDIAF,1
L253087_B_5,07:19:48,07:19:48,CENTRE_VILLE,2
L253087_F_6,07:15:00,07:15:00,CENTRE_VILLE,1
L253087_F_6,07:34:48,07:34:48,AEROPORT_MED/BOUDIAF,2
L253087_B_6,07:15:00,07:15:00,AEROPORT_MED/BOUDIAF,1
L253087_B_6,07:34:48,07:34:48,CENTRE_VILLE,2
L253087_F_7,07:30:00,07:30:00,CENTRE_VILLE,1
L253087_F_7,07:49:48,07:49:48,AEROPORT_MED/BOUDIAF,2
L253087_B_7,07:30:00,07:30:00,AEROPORT_MED/BOUDIAF,1
L253087_B_7,07:49:48,07:49:48,CENTRE_VILLE,2
L253087_F_8,07:45:00,07:45:00,CENTRE_VILLE,1
L253087_F_8,08:04:48,08:04:48,AEROPORT_MED/BOUDIAF,2
L253087_B_8,07:45:00,07:45:00,AEROPORT_MED/BOUDIAF,1
L253087_B_8,08:04:48,08:04:48,CENTRE_VILLE,2
L253087_F_9,08:00:00,08:00:00,CENTRE_VILLE,1
L253087_F_9,08:19:48,08:19:48,AEROPORT_MED/BOUDIAF,2
L253087_B_9,08:00:00,08:00:00,AEROPORT_MED/BOUDIAF,1
L253087_B_9,08:19:48,08:19:48,CENTRE_VILLE,2
L253087_F_10,08:15:00,08:15:00,CENTRE_VILLE,1
L253087_F_10,08:34:48,08:34:48,AEROPORT_MED/BOUDIAF,2
L253087_B_10,08:15:00,08:15:00,AEROPORT_MED/BOUDIAF,1
L253087_B_10,08:34:48,08:34:48,CENTRE_VILLE,2
L253087_F_11,08:30:00,08:30:00,CENTRE_VILLE,1
L253087_F_11,08:49:48,08:49:48,AEROPORT_MED/BOUDIAF,2
L253087_B_11,08:30:00,08:30:00,AEROPORT_MED/BOUDIAF,1
L253087_B_11,08:49:48,08:49:48,CENTRE_VILLE,2
L253087_F_12,08:45:00,08:45:00,CENTRE_VILLE,1
L253087_F_12,09:04:48,09:04:48,AEROPORT_MED/BOUDIAF,2
L253087_B_12,08:45:00,08:45:00,AEROPORT_MED/BOUDIAF,1
L253087_B_12,09:04:48,09:04:48,CENTRE_VILLE,2
L253087_F_13,09:00:00,09:00:00,CENTRE_VILLE,1
L253087_F_13,09:19:48,09:19:48,AEROPORT_MED/BOUDIAF,2
L253087_B_13,09:00:00,09:00:00,AEROPORT_MED/BOUDIAF,1
L253087_B_13,09:19:48,09:19:48,CENTRE_VILLE,2
L253087_F_14,09:15:00,09:15:00,CENTRE_VILLE,1
L253087_F_14,09:34:48,09:34:48,AEROPORT_MED/BOUDIAF,2
L253087_B_14,09:15:00,09:15:00,AEROPORT_MED/BOUDIAF,1
L253087_B_14,09:34:48,09:34:48,CENTRE_VILLE,2
L253087_F_15,09:30:00,09:30:00,CENTRE_VILLE,1
L253087_F_15,09:49:48,09:49:48,AEROPORT_MED/BOUDIAF,2
L253087_B_15,09:30:00,09:30:00,AEROPORT_MED/BOUDIAF,1
L253087_B_15,09:49:48,09:49:48,CENTRE_VILLE,2
L253087_F_16,09:45:00,09:45:00,CENTRE_VILLE,1
L253087_F_16,10:04:48,10:04:48,AEROPORT_MED/BOUDIAF,2
L253087_B_16,09:45:00,09:45:00,AEROPORT_MED/BOUDIAF,1
L253087_B_16,10:04:48,10:04:48,CENTRE_VILLE,2
L253087_F_17,10:00:00,10:00:00,CENTRE_VILLE,1
L253087_F_17,10:19:48,10:19:48,AEROPORT_MED/BOUDIAF,2
L253087_B_17,10:00:00,10:00:00,AEROPORT_MED/BOUDIAF,1
L253087_B_17,10:19:48,10:19:48,CENTRE_VILLE,2
L253087_F_18,10:15:00,10:15:00,CENTRE_VILLE,1
L253087_F_18,10:34:48,10:34:48,AEROPORT_MED/BOUDIAF,2
L253087_B_18,10:15:00,10:15:00,AEROPORT_MED/BOUDIAF,1
L253087_B_18,10:34:48,10:34:48,CENTRE_VILLE,2
L253087_F_19,10:30:00,10:30:00,CENTRE_VILLE,1
L253087_F_19,10:49:48,10:49:48,AEROPORT_MED/BOUDIAF,2
L253087_B_19,10:30:00,10:30:00,AEROPORT_MED/BOUDIAF,1
L253087_B_19,10:49:48,10:49:48,CENTRE_VILLE,2
L253087_F_20,10:45:00,10:45:00,CENTRE_VILLE,1
L253087_F_20,11:04:48,11:04:48,AEROPORT_MED/BOUDIAF,2
L253087_B_20,10:45:00,10:45:00,AEROPORT_MED/BOUDIAF,1
L253087_B_20,11:04:48,11:04:48,CENTRE_VILLE,2
L253087_F_21,11:00:00,11:00:00,CENTRE_VILLE,1
L253087_F_21,11:19:48,11:19:48,AEROPORT_MED/BOUDIAF,2
L253087_B_21,11:00:00,11:00:00,AEROPORT_MED/BOUDIAF,1
L253087_B_21,11:19:48,11:19:48,CENTRE_VILLE,2
L253087_F_22,11:15:00,11:15:00,CENTRE_VILLE,1
L253087_F_22,11:34:48,11:34:48,AEROPORT_MED/BOUDIAF,2
L253087_B_22,11:15:00,11:15:00,AEROPORT_MED/BOUDIAF,1
L253087_B_22,11:34:48,11:34:48,CENTRE_VILLE,2
L253087_F_23,11:30:00,11:30:00,CENTRE_VILLE,1
L253087_F_23,11:49:48,11:49:48,AEROPORT_MED/BOUDIAF,2
L253087_B_23,11:30:00,11:30:00,AEROPORT_MED/BOUDIAF,1
L253087_B_23,11:49:48,11:49:48,CENTRE_VILLE,2
L253087_F_24,11:45:00,11:45:00,CENTRE_VILLE,1
L253087_F_24,12:04:48,12:04:48,AEROPORT_MED/BOUDIAF,2
L253087_B_24,11:45:00,11:45:00,AEROPORT_MED/BOUDIAF,1
L253087_B_24,12:04:48,12:04:48,CENTRE_VILLE,2
L253087_F_25,12:00:00,12:00:00,CENTRE_VILLE,1
L253087_F_25,12:19:48,12:19:48,AEROPORT_MED/BOUDIAF,2
L253087_B_25,12:00:00,12:00:00,AEROPORT_MED/BOUDIAF,1
L253087_B_25,12:19:48,12:19:48,CENTRE_VILLE,2
L253087_F_26,12:15:00,12:15:00,CENTRE_VILLE,1
L253087_F_26,12:34:48,12:34:48,AEROPORT_MED/BOUDIAF,2
L253087_B_26,12:15:00,12:15:00,AEROPORT_MED/BOUDIAF,1
L253087_B_26,12:34:48,12:34:48,CENTRE_VILLE,2
L253087_F_27,12:30:00,12:30:00,CENTRE_VILLE,1
L253087_F_27,12:49:48,12:49:48,AEROPORT_MED/BOUDIAF,2
L253087_B_27,12:30:00,12:30:00,AEROPORT_MED/BOUDIAF,1
L253087_B_27,12:49:48,12:49:48,CENTRE_VILLE,2
L253087_F_28,12:45:00,12:45:00,CENTRE_VILLE,1
L253087_F_28,13:04:48,13:04:48,AEROPORT_MED/BOUDIAF,2
L253087_B_28,12:45:00,12:45:00,AEROPORT_MED/BOUDIAF,1
L253087_B_28,13:04:48,13:04:48,CENTRE_VILLE,2
L253087_F_29,13:00:00,13:00:00,CENTRE_VILLE,1
L253087_F_29,13:19:48,13:19:48,AEROPORT_MED/BOUDIAF,2
L253087_B_29,13:00:00,13:00:00,AEROPORT_MED/BOUDIAF,1
L253087_B_29,13:19:48,13:19:48,CENTRE_VILLE,2
L253087_F_30,13:15:00,13:15:00,CENTRE_VILLE,1
L253087_F_30,13:34:48,13:34:48,AEROPORT_MED/BOUDIAF,2
L253087_B_30,13:15:00,13:15:00,AEROPORT_MED/BOUDIAF,1
L253087_B_30,13:34:48,13:34:48,CENTRE_VILLE,2
L253087_F_31,13:30:00,13:30:00,CENTRE_VILLE,1
L253087_F_31,13:49:48,13:49:48,AEROPORT_MED/BOUDIAF,2
L253087_B_31,13:30:00,13:30:00,AEROPORT_MED/BOUDIAF,1
L253087_B_31,13:49:48,13:49:48,CENTRE_VILLE,2
L253087_F_32,13:45:00,13:45:00,CENTRE_VILLE,1
L253087_F_32,14:04:48,14:04:48,AEROPORT_MED/BOUDIAF,2
L253087_B_32,13:45:00,13:45:00,AEROPORT_MED/BOUDIAF,1
L253087_B_32,14:04:48,14:04:48,CENTRE_VILLE,2
L253087_F_33,14:00:00,14:00:00,CENTRE_VILLE,1
L253087_F_33,14:19:48,14:19:48,AEROPORT_MED/BOUDIAF,2
L253087_B_33,14:00:00,14:00:00,AEROPORT_MED/BOUDIAF,1
L253087_B_33,14:19:48,14:19:48,CENTRE_VILLE,2
L253087_F_34,14:15:00,14:15:00,CENTRE_VILLE,1
L253087_F_34,14:34:48,14:34:48,AEROPORT_MED/BOUDIAF,2
L253087_B_34,14:15:00,14:15:00,AEROPORT_MED/BOUDIAF,1
L253087_B_34,14:34:48,14:34:48,CENTRE_VILLE,2
L253087_F_35,14:30:00,14:30:00,CENTRE_VILLE,1
L253087_F_35,14:49:48,14:49:48,AEROPORT_MED/BOUDIAF,2
L253087_B_35,14:30:00,14:30:00,AEROPORT_MED/BOUDIAF,1
L253087_B_35,14:49:48,14:49:48,CENTRE_VILLE,2
L253087_F_36,14:45:00,14:45:00,CENTRE_VILLE,1
L253087_F_36,15:04:48,15:04:48,AEROPORT_MED/BOUDIAF,2
L253087_B_36,14:45:00,14:45:00,AEROPORT_MED/BOUDIAF,1
L253087_B_36,15:04:48,15:04:48,CENTRE_VILLE,2
L253087_F_37,15:00:00,15:00:00,CENTRE_VILLE,1
L253087_F_37,15:19:48,15:19:48,AEROPORT_MED/BOUDIAF,2
L253087_B_37,15:00:00,15:00:00,AEROPORT_MED/BOUDIAF,1
L253087_B_37,15:19:48,15:19:48,CENTRE_VILLE,2
L253087_F_38,15:15:00,15:15:00,CENTRE_VILLE,1
L253087_F_38,15:34:48,15:34:48,AEROPORT_MED/BOUDIAF,2
L253087_B_38,15:15:00,15:15:00,AEROPORT_MED/BOUDIAF,1
L253087_B_38,15:34:48,15:34:48,CENTRE_VILLE,2
